Rooms,Price,Distance,Bathroom,Car,Landsize,BuildingArea,Propertycount,Build_Age,Type_h,Type_t,Type_u,Method_S,Method_SA,Method_SP,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria
3,940000.0,4.5,1.0,2.0,213.0,116.0,5533.0,27.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,1495000.0,4.5,1.0,1.0,259.0,130.0,5533.0,102.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1550000.0,4.5,2.0,2.0,470.0,191.0,5533.0,82.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1815000.0,4.5,1.0,1.0,233.0,204.0,5533.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1625000.0,4.5,2.0,2.0,822.0,145.0,5533.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,899000.0,4.5,2.0,1.0,116.0,124.0,5533.0,15.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2,435000.0,4.5,1.0,1.0,197.0,55.0,5533.0,10.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4,1900000.0,4.5,2.0,1.0,227.0,167.28109546606595,5533.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1080000.0,4.5,1.0,1.0,193.0,101.0,5533.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1280000.0,4.5,2.0,1.0,161.0,167.28109546606595,5533.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,656000.0,4.5,1.0,1.0,0.0,79.0,5533.0,62.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4,1290000.0,4.5,2.0,2.0,468.0,167.28109546606595,5533.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1170000.0,4.5,2.0,1.0,185.0,167.28109546606595,5533.0,24.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,510000.0,4.5,1.0,1.0,0.0,81.92271186440678,5533.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,1574000.0,4.5,3.0,2.0,336.0,207.0,5533.0,15.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,665000.0,4.5,1.0,1.0,0.0,96.0,5533.0,82.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1024000.0,4.5,1.0,1.0,148.0,167.28109546606595,5533.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1125000.0,4.5,1.0,2.0,369.0,167.28109546606595,5533.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1679000.0,4.5,2.0,1.0,326.0,118.0,5533.0,102.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,957000.0,4.5,1.0,1.0,148.0,167.28109546606595,5533.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,998000.0,4.5,1.0,2.0,104.0,118.0,5533.0,22.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1010000.0,4.5,2.0,1.0,0.0,133.0,5533.0,8.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,910000.0,4.5,1.0,1.0,231.0,167.28109546606595,5533.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1050000.0,4.5,1.0,1.0,279.0,122.0,5533.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,445000.0,4.5,1.0,1.0,0.0,81.92271186440678,5533.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,970000.0,4.5,1.0,1.0,213.0,167.28109546606595,5533.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1600000.0,4.5,1.0,2.0,812.0,113.0,5533.0,102.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,400000.0,4.5,1.0,1.0,0.0,81.92271186440678,5533.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3,570000.0,4.5,1.0,1.0,0.0,81.92271186440678,5533.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,771000.0,4.5,2.0,2.0,0.0,136.74614022988504,5533.0,52.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3,1335000.0,4.5,1.0,2.0,308.0,113.0,5533.0,92.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,805000.0,4.5,1.0,1.0,0.0,114.0,5533.0,19.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,892000.0,4.5,2.0,1.0,0.0,136.74614022988504,5533.0,27.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,1005000.0,3.5,1.0,1.0,0.0,167.28109546606595,438.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,1231010.0,3.5,1.0,2.0,225.0,119.0,438.0,112.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,881000.0,3.5,1.0,1.0,172.0,94.0,438.0,122.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,1202500.0,3.5,1.0,1.0,149.0,77.0,438.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1435000.0,3.5,1.0,1.0,182.0,102.0,438.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,368000.0,14.5,1.0,2.0,600.0,167.28109546606595,1889.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,455000.0,14.5,1.0,1.0,766.0,167.28109546606595,1889.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,735000.0,1.8,1.0,2.0,3455.0,81.92271186440678,6786.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,1460000.0,1.8,1.0,0.0,99.0,167.28109546606595,6786.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1590000.0,1.8,2.0,2.0,100.0,106.0,6786.0,122.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,610250.0,1.8,1.0,1.0,0.0,72.0,6786.0,28.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,840000.0,1.8,1.0,0.0,66.0,81.0,6786.0,122.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,795000.0,1.8,2.0,1.0,0.0,81.92271186440678,6786.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,705000.0,1.8,1.0,1.0,0.0,70.0,6786.0,22.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,435000.0,1.8,1.0,1.0,0.0,81.92271186440678,6786.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4,1630100.0,1.8,2.0,0.0,132.0,195.0,6786.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,500000.0,1.8,2.0,1.0,0.0,65.0,6786.0,12.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,1600000.0,1.8,3.0,1.0,0.0,192.0,6786.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,1010000.0,1.8,1.0,0.0,101.0,60.0,6786.0,142.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,875000.0,1.8,1.0,1.0,0.0,81.92271186440678,6786.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1170000.0,1.8,1.0,1.0,144.0,81.0,6786.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,2033000.0,1.8,2.0,2.0,123.0,167.28109546606595,6786.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1110000.0,1.8,2.0,1.0,0.0,81.92271186440678,6786.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4,1616000.0,1.8,1.0,0.0,152.0,139.0,6786.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,585000.0,1.8,1.0,1.0,0.0,81.92271186440678,6786.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4,1162000.0,1.8,1.0,0.0,121.0,167.28109546606595,6786.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,589000.0,1.8,1.0,1.0,0.0,63.0,6786.0,23.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1117000.0,1.8,1.0,0.0,128.0,92.0,6786.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,957000.0,1.8,1.0,1.0,122.0,167.28109546606595,6786.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,740000.0,1.5,1.0,0.0,0.0,81.92271186440678,3040.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1015000.0,1.5,1.0,1.0,0.0,81.92271186440678,3040.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1400000.0,1.5,2.0,1.0,0.0,81.92271186440678,3040.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1935000.0,1.5,2.0,2.0,0.0,150.0,3040.0,12.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4,1475000.0,1.5,1.0,1.0,179.0,167.28109546606595,3040.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,565000.0,1.5,1.0,0.0,0.0,81.92271186440678,3040.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,900000.0,1.5,1.0,1.0,0.0,81.92271186440678,3040.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,630000.0,1.5,1.0,1.0,0.0,81.92271186440678,3040.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,750000.0,1.5,1.0,0.0,0.0,46.0,3040.0,92.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,872000.0,1.5,1.0,0.0,0.0,81.92271186440678,3040.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,765000.0,1.5,1.0,1.0,0.0,81.92271186440678,3040.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4,1422000.0,9.8,2.0,2.0,505.0,335.0,588.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1430000.0,9.8,1.0,1.0,711.0,167.28109546606595,588.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,1345000.0,9.8,2.0,2.0,740.0,201.0,588.0,72.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,787500.0,9.8,1.0,1.0,556.0,105.0,588.0,82.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,685000.0,9.8,1.0,2.0,293.0,167.28109546606595,588.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,652500.0,9.8,2.0,1.0,179.0,160.0,588.0,27.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5,1300000.0,9.8,2.0,2.0,616.0,184.0,588.0,72.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,925000.0,9.8,2.0,2.0,544.0,167.28109546606595,588.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,810000.0,9.8,1.0,2.0,368.0,167.28109546606595,588.0,52.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,1110000.0,9.8,2.0,2.0,470.0,167.28109546606595,588.0,54.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1115000.0,9.8,1.0,1.0,688.0,192.0,588.0,72.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,670000.0,12.4,1.0,3.0,587.0,136.0,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,645000.0,12.4,1.0,4.0,661.0,167.28109546606595,5070.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,687000.0,12.4,1.0,1.0,684.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,333000.0,12.4,1.0,1.0,97.0,79.0,5070.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3,455000.0,12.4,2.0,1.0,738.0,138.0,5070.0,12.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,378000.0,12.4,1.0,1.0,215.0,100.0,5070.0,32.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,662000.0,12.4,2.0,2.0,620.0,167.28109546606595,5070.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,615000.0,12.4,1.0,2.0,650.0,112.0,5070.0,72.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,650000.0,12.4,1.0,1.0,589.0,167.28109546606595,5070.0,61.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,665000.0,12.4,1.0,1.0,726.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,640000.0,12.4,1.0,4.0,592.0,167.28109546606595,5070.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,526000.0,12.4,1.0,1.0,404.0,101.0,5070.0,62.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,540000.0,12.4,1.0,1.0,614.0,94.0,5070.0,62.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,681000.0,12.4,2.0,4.0,587.0,153.0,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,640000.0,12.4,1.0,2.0,720.0,97.0,5070.0,72.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,660000.0,12.4,1.0,2.0,622.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,783000.0,12.4,2.0,1.0,603.0,115.0,5070.0,82.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,553500.0,12.4,2.0,1.0,280.0,136.74614022988504,5070.0,52.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,619000.0,12.4,1.0,2.0,640.0,114.0,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,460000.0,12.4,1.0,1.0,314.0,112.0,5070.0,52.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4,570500.0,12.4,2.0,1.0,430.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,288000.0,12.4,1.0,1.0,69.0,81.92271186440678,5070.0,62.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4,615000.0,12.4,2.0,3.0,476.0,167.28109546606595,5070.0,45.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,751000.0,12.4,6.0,2.0,592.0,103.0,5070.0,62.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,609000.0,12.4,1.0,4.0,528.0,120.0,5070.0,57.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,605000.0,12.4,1.0,2.0,531.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,691500.0,12.4,1.0,1.0,646.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,850000.0,12.4,1.0,2.0,604.0,167.28109546606595,5070.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4,752500.0,12.4,1.0,2.0,0.0,135.0,5070.0,72.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,650000.0,12.4,1.0,3.0,602.0,97.0,5070.0,72.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,538000.0,12.4,1.0,4.0,789.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,750000.0,12.4,2.0,1.0,613.0,219.0,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,650000.0,12.4,1.0,1.0,725.0,167.28109546606595,5070.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4,771000.0,12.4,2.0,2.0,647.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,400000.0,12.4,1.0,1.0,285.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,527000.0,12.4,1.0,1.0,609.0,103.0,5070.0,62.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,538000.0,12.4,2.0,2.0,217.0,136.74614022988504,5070.0,52.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,860000.0,12.4,1.0,4.0,1075.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,617000.0,12.4,1.0,1.0,540.0,114.0,5070.0,62.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,550000.0,12.4,1.0,1.0,583.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,540000.0,12.4,2.0,3.0,209.0,120.0,5070.0,62.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,643000.0,12.4,1.0,2.0,701.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,631000.0,12.4,2.0,2.0,297.0,133.0,5070.0,10.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,782000.0,12.4,1.0,2.0,628.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,640000.0,12.4,1.0,4.0,533.0,135.0,5070.0,57.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,470000.0,12.4,1.0,0.0,261.0,81.92271186440678,5070.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4,700500.0,12.4,2.0,2.0,467.0,167.28109546606595,5070.0,25.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,532000.0,12.4,1.0,1.0,614.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,575000.0,12.4,1.0,2.0,621.0,109.0,5070.0,62.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,562000.0,12.4,2.0,2.0,374.0,136.0,5070.0,17.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,620000.0,12.4,1.0,2.0,604.0,190.0,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,655000.0,12.4,1.0,3.0,664.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1010000.0,12.4,2.0,2.0,607.0,338.0,5070.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,480000.0,12.4,2.0,2.0,305.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,492000.0,12.4,1.0,1.0,208.0,107.0,5070.0,11.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,422500.0,12.4,2.0,1.0,195.0,91.0,5070.0,22.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1550000.0,7.5,1.0,2.0,432.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,2151000.0,7.5,1.0,2.0,780.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,1140000.0,7.5,1.0,1.0,230.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1220000.0,7.5,2.0,2.0,166.0,136.74614022988504,6482.0,42.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,665500.0,7.5,1.0,2.0,945.0,81.92271186440678,6482.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
5,1700000.0,7.5,3.0,2.0,431.0,203.0,6482.0,102.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1615000.0,7.5,3.0,4.0,459.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1110000.0,7.5,2.0,2.0,94.0,169.0,6482.0,17.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4,1425000.0,7.5,2.0,2.0,154.0,136.74614022988504,6482.0,24.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,887000.0,7.5,2.0,2.0,0.0,81.92271186440678,6482.0,21.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,1585000.0,7.5,1.0,2.0,390.0,102.0,6482.0,87.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,365000.0,7.5,1.0,0.0,2274.0,81.92271186440678,6482.0,52.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,573000.0,7.5,1.0,1.0,0.0,60.0,6482.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,1738000.0,7.5,3.0,2.0,324.0,241.0,6482.0,20.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,1582000.0,7.5,2.0,2.0,358.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,735000.0,7.5,1.0,1.0,0.0,95.0,6482.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1790000.0,7.5,2.0,2.0,0.0,136.74614022988504,6482.0,52.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,1335000.0,7.5,1.0,1.0,229.0,70.0,6482.0,122.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,840000.0,7.5,1.0,1.0,150.0,99.0,6482.0,53.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,444000.0,7.5,1.0,1.0,0.0,68.0,6482.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1538000.0,7.5,1.0,2.0,287.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1240000.0,7.5,2.0,2.0,155.0,136.74614022988504,6482.0,52.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3,1590000.0,7.5,2.0,2.0,289.0,181.0,6482.0,12.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3,1625000.0,7.5,1.0,3.0,372.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,568000.0,7.5,1.0,1.0,0.0,81.92271186440678,6482.0,62.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,706000.0,7.5,1.0,1.0,172.0,90.0,6482.0,62.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,1385000.0,7.5,1.0,2.0,326.0,113.0,6482.0,82.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,655250.0,7.5,1.0,1.0,1153.0,69.0,6482.0,52.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6,1666000.0,7.5,2.0,1.0,350.0,198.0,6482.0,122.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,430000.0,7.5,1.0,1.0,2276.0,58.0,6482.0,72.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,2040000.0,7.5,1.0,2.0,783.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,505000.0,7.5,1.0,1.0,0.0,78.0,6482.0,57.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,622000.0,7.5,1.0,1.0,0.0,81.92271186440678,6482.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1650000.0,7.5,1.0,1.0,354.0,115.0,6482.0,122.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1625000.0,7.5,2.0,1.0,255.0,115.0,6482.0,132.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2,701000.0,7.5,1.0,3.0,166.0,81.92271186440678,6482.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,1100000.0,7.5,1.0,2.0,206.0,167.28109546606595,6482.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,546500.0,10.6,1.0,1.0,132.0,69.0,2890.0,50.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3,620000.0,10.6,1.0,1.0,215.0,81.92271186440678,2890.0,37.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3,1220000.0,10.6,1.0,1.0,858.0,136.0,2890.0,62.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,705000.0,10.6,1.0,1.0,182.0,110.0,2890.0,49.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,420000.0,10.6,1.0,1.0,158.0,81.92271186440678,2890.0,52.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3,1705000.0,10.6,1.0,2.0,1547.0,167.28109546606595,2890.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,579000.0,10.6,1.0,2.0,4497.0,81.92271186440678,2890.0,52.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3,1110000.0,10.6,1.0,2.0,600.0,190.0,2890.0,72.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4,1115000.0,10.6,4.0,2.0,642.0,167.28109546606595,2890.0,72.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1000000.0,10.6,2.0,1.0,422.0,167.28109546606595,2890.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,595000.0,10.6,1.0,1.0,88.0,136.74614022988504,2890.0,52.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5,1401000.0,10.6,2.0,2.0,580.0,222.0,2890.0,82.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,808000.0,10.6,2.0,2.0,255.0,136.74614022988504,2890.0,52.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
4,1031000.0,10.6,1.0,1.0,570.0,167.28109546606595,2890.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,600000.0,10.6,1.0,2.0,145.0,136.74614022988504,2890.0,52.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3,1195000.0,10.6,1.0,1.0,662.0,159.0,2890.0,72.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4,830000.0,10.6,2.0,2.0,1180.0,81.92271186440678,2890.0,52.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3,1076000.0,10.6,1.0,2.0,674.0,167.28109546606595,2890.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4,1362000.0,10.6,2.0,2.0,635.0,167.28109546606595,2890.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,690000.0,10.6,1.0,1.0,110.0,88.0,2890.0,12.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
3,1375000.0,10.6,1.0,1.0,639.0,115.0,2890.0,57.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1400000.0,10.6,1.0,1.0,827.0,109.0,2890.0,70.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,475000.0,10.6,1.0,2.0,247.0,68.0,2890.0,48.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3,1030000.0,10.6,3.0,2.0,649.0,357.0,2890.0,5.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1605000.0,9.0,1.0,1.0,624.0,117.0,1554.0,72.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2150000.0,9.0,2.0,2.0,1232.0,167.28109546606595,1554.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4,1740000.0,9.0,3.0,3.0,948.0,249.0,1554.0,62.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4,1660000.0,9.0,2.0,2.0,830.0,315.0,1554.0,72.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1260000.0,9.0,2.0,2.0,356.0,81.92271186440678,1554.0,24.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4,2200000.0,9.0,2.0,2.0,1004.0,247.0,1554.0,87.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
